Row_id,State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,agency_with_state_clean,lon,lat
178,California,Cities,San Marcos,1,1,0,0,0,0,0,1,0,1,0,0,98088,"San Marcos, California","San Marcos, California",-117.1661449,33.1433723
179,California,Cities,San Mateo,1,0,0,1,0,0,0,1,0,1,0,0,105839,"San Mateo, California","San Mateo, California",-122.3255254,37.5629917
180,California,Cities,San Pablo,1,0,1,0,0,0,0,1,0,1,0,0,31403,"San Pablo, California","San Pablo, California",-122.3455263,37.9621457
181,California,Cities,San Rafael,4,3,1,0,0,0,0,4,2,1,1,0,59254,"San Rafael, California","San Rafael, California",-122.5310874,37.9735346
182,California,Cities,San Ramon,1,0,1,0,0,0,0,1,1,0,0,0,76569,"San Ramon, California","San Ramon, California",-121.9539616,37.7643595
183,California,Cities,Santa Ana,13,6,6,1,0,0,0,13,1,2,8,2,335403,"Santa Ana, California","Santa Ana, California",-117.867653,33.7454725
184,California,Cities,Santa Barbara,2,2,0,0,0,0,0,2,2,0,0,0,92630,"Santa Barbara, California","Santa Barbara, California",-119.6981901,34.4208305
185,California,Cities,Santa Clarita,1,0,0,1,0,0,0,1,0,0,0,1,216589,"Santa Clarita, California","Santa Clarita, California",-118.542586,34.3916641
186,California,Cities,Santa Cruz,10,5,2,3,0,0,0,9,2,4,1,2,65680,"Santa Cruz, California","Santa Cruz, California",-122.0307963,36.9741171
187,California,Cities,Santa Maria,1,1,0,0,0,0,0,1,0,1,0,0,108100,"Santa Maria, California","Santa Maria, California",-120.4357191,34.9530337
188,California,Cities,Santa Monica,1,1,0,0,0,0,0,1,0,0,1,0,92674,"Santa Monica, California","Santa Monica, California",-118.4911912,34.0194543
189,California,Cities,Santa Rosa,6,2,1,3,0,0,0,6,0,1,3,2,176325,"Santa Rosa, California","Santa Rosa, California",-122.7140548,38.440429
190,California,Cities,Santee,1,1,0,0,0,0,0,1,0,0,0,1,58781,"Santee, California","Santee, California",-116.9739167,32.8383828
191,California,Cities,Scotts Valley,1,0,0,1,0,0,0,1,0,1,0,0,11998,"Scotts Valley, California","Scotts Valley, California",-122.0146841,37.0510595
192,California,Cities,Seaside,1,1,0,0,0,0,0,1,0,0,0,1,34303,"Seaside, California","Seaside, California",-121.822098,36.6149217
193,California,Cities,Simi Valley,7,4,2,1,0,0,0,7,1,2,2,2,127222,"Simi Valley, California","Simi Valley, California",-118.781482,34.2694474
194,California,Cities,South Gate,1,1,0,0,0,0,0,1,0,1,0,0,95570,"South Gate, California","South Gate, California",-118.2120161,33.954737
195,California,Cities,South Lake Tahoe,5,0,2,3,0,0,0,5,NA,3,2,0,22060,"South Lake Tahoe, California","South Lake Tahoe, California",-119.9771868,38.939926
196,California,Cities,South Pasadena,1,1,0,0,0,0,0,1,1,0,0,0,25924,"South Pasadena, California","South Pasadena, California",-118.1503488,34.1161196
197,California,Cities,Stockton,4,2,1,1,0,0,0,4,0,2,1,1,313158,"Stockton, California","Stockton, California",-121.2907796,37.9577016
198,California,Cities,Sunnyvale,4,2,2,0,0,0,0,4,0,1,0,3,155637,"Sunnyvale, California","Sunnyvale, California",-122.0363496,37.36883
199,California,Cities,Thousand Oaks,1,1,0,0,0,0,0,1,1,0,0,0,129319,"Thousand Oaks, California","Thousand Oaks, California",-118.8375937,34.1705609
200,California,Cities,Torrance,2,0,0,2,0,0,0,2,1,1,0,0,146968,"Torrance, California","Torrance, California",-118.3406288,33.8358492
201,California,Cities,Tracy,2,0,0,2,0,0,0,2,1,0,0,1,91988,"Tracy, California","Tracy, California",-121.4252227,37.7396513
202,California,Cities,Turlock,2,1,0,1,0,0,0,2,0,1,1,0,74267,"Turlock, California","Turlock, California",-120.8465941,37.4946568
203,California,Cities,Union City,1,1,0,0,0,0,0,1,0,0,0,1,76198,"Union City, California","Union City, California",-122.0438609,37.5933562
204,California,Cities,Upland,2,2,0,0,0,0,0,2,0,1,1,0,77453,"Upland, California","Upland, California",-117.6483876,34.09751
205,California,Cities,Vallejo,1,1,0,0,0,0,0,1,0,1,0,0,122974,"Vallejo, California","Vallejo, California",-122.2566367,38.1040864
206,California,Cities,Ventura,4,4,0,0,0,0,0,4,2,0,0,2,111272,"Ventura, California","Ventura, California",-119.2945199,34.2804923
207,California,Cities,Victorville,5,3,0,0,2,0,0,5,0,2,1,2,123343,"Victorville, California","Victorville, California",-117.2927641,34.5362184
208,California,Cities,Vista,1,0,0,1,0,0,0,1,0,0,1,0,102742,"Vista, California","Vista, California",-117.2425355,33.2000368
209,California,Cities,Walnut Creek,1,1,0,0,0,0,0,1,0,1,0,0,70587,"Walnut Creek, California","Walnut Creek, California",-122.0651819,37.9100783
210,California,Cities,West Covina,3,3,0,0,0,0,0,3,1,1,0,1,107806,"West Covina, California","West Covina, California",-117.9389526,34.0686208
211,California,Cities,West Hollywood,12,6,1,4,0,0,1,12,3,5,4,0,37478,"West Hollywood, California","West Hollywood, California",-118.3617443,34.0900091
212,California,Cities,Williams,1,0,0,1,0,0,0,1,1,0,0,0,5380,"Williams, California","Williams, California",-122.1494187,39.1546137
213,California,Cities,Yucaipa,1,1,0,0,0,0,0,1,0,1,0,0,54001,"Yucaipa, California","Yucaipa, California",-117.0430865,34.033625
214,California,Cities,Yucca Valley,1,1,0,0,0,0,0,1,0,1,0,0,21895,"Yucca Valley, California","Yucca Valley, California",-116.432235,34.1141743
215,California,Universities and Colleges,California State University: Fresno,1,1,0,0,0,0,0,1,1,0,0,0,26380,"California State University: Fresno, California","California State University, Fresno, California",-119.7460884,36.81336410000001
216,California,Universities and Colleges,California State University: Northridge,4,1,2,1,0,0,0,4,0,1,1,2,41909,"California State University: Northridge, California","California State University, Northridge, California",-118.5276745,34.2410366
217,California,Universities and Colleges,Foothill-De Anza College,1,0,0,0,0,0,1,1,1,0,0,0,63210,"Foothill-De Anza College, California","Foothill-De Anza College, California",-122.1271421,37.3620489
218,California,Universities and Colleges,Humboldt State University,3,1,1,0,0,1,0,3,0,0,0,3,9171,"Humboldt State University, California","Humboldt State University, California",-124.0789268,40.8747332
219,California,Universities and Colleges,San Francisco State University,2,0,1,1,0,0,0,2,0,0,1,1,33036,"San Francisco State University, California","San Francisco State University, California",-122.4799405,37.7241492
220,California,Universities and Colleges,State Center Community College District,1,0,0,1,0,0,0,1,0,1,NA,0,60065,"State Center Community College District, California","State Center Community College District, California",-119.7924978,36.7355516
221,California,Universities and Colleges,University of California: Davis,1,0,0,1,0,0,0,1,0,1,0,0,38778,"University of California: Davis, California","University of California, Davis, California",-121.7617125,38.5382322
222,California,Universities and Colleges,University of California: Los Angeles,3,1,1,1,0,0,0,3,1,1,0,1,46298,"University of California: Los Angeles, California","University of California, Los Angeles, California",-118.4451811,34.068921
223,California,Universities and Colleges,University of California: San Diego,3,3,0,0,0,0,0,3,0,0,2,1,36785,"University of California: San Diego, California","University of California, San Diego, California",-117.2340135,32.8800604
224,California,Universities and Colleges,University of California: Santa Barbara,1,0,0,1,0,0,0,1,0,0,0,1,25833,"University of California: Santa Barbara, California","University of California, Santa Barbara, California",-119.848947,34.4139629
225,California,Metropolitan Counties,El Dorado,1,1,0,0,0,0,0,1,0,0,1,0,NA,"El Dorado, California","El Dorado, California",-120.4357631,38.74263759999999
226,California,Metropolitan Counties,Fresno,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Fresno, California","Fresno, California",-119.7871247,36.7377981
227,California,Metropolitan Counties,Imperial,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Imperial, California","Imperial, California",-115.5694391,32.8475528
228,California,Metropolitan Counties,Kern,4,3,1,0,0,0,0,4,1,2,1,0,NA,"Kern, California","Kern, California",-118.8596804,35.4937274
229,California,Metropolitan Counties,Los Angeles,19,9,1,7,0,0,2,19,5,7,5,2,NA,"Los Angeles, California","Los Angeles, California",-118.2436849,34.0522342
230,California,Metropolitan Counties,Monterey,1,0,0,1,0,0,0,1,1,0,0,0,NA,"Monterey, California","Monterey, California",-121.8946761,36.6002378
231,California,Metropolitan Counties,Napa,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Napa, California","Napa, California",-122.286865,38.2975381
232,California,Metropolitan Counties,Orange,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Orange, California","Orange, California",-117.8531007,33.7879139
233,California,Metropolitan Counties,Riverside,3,2,0,1,0,0,0,3,0,1,2,0,NA,"Riverside, California","Riverside, California",-117.3754942,33.9806005
234,California,Metropolitan Counties,Sacramento,4,3,1,0,0,0,0,4,2,2,0,0,NA,"Sacramento, California","Sacramento, California",-121.4943996,38.5815719
235,California,Metropolitan Counties,San Bernardino,1,1,0,0,0,0,0,1,0,1,0,0,NA,"San Bernardino, California","San Bernardino, California",-117.2897652,34.1083449
236,California,Metropolitan Counties,San Diego,6,2,1,3,0,0,0,6,0,4,0,2,NA,"San Diego, California","San Diego, California",-117.1610838,32.715738
237,California,Metropolitan Counties,San Mateo,3,1,0,1,1,0,0,3,2,0,1,0,NA,"San Mateo, California","San Mateo, California",-122.3255254,37.5629917
238,California,Metropolitan Counties,Santa Clara,7,2,2,2,1,0,0,7,2,0,4,1,NA,"Santa Clara, California","Santa Clara, California",-121.9552356,37.3541079
239,California,Metropolitan Counties,Santa Cruz,13,6,5,2,0,0,0,13,3,3,4,3,NA,"Santa Cruz, California","Santa Cruz, California",-122.0307963,36.9741171
240,California,Metropolitan Counties,Solano,5,3,0,2,0,0,0,5,2,2,NA,1,NA,"Solano, California","Solano, California",-121.9017954,38.3104969
241,California,Metropolitan Counties,Ventura,1,0,0,1,0,0,0,1,1,0,0,0,NA,"Ventura, California","Ventura, California",-119.2945199,34.2804923
242,California,Metropolitan Counties,Yuba,4,3,0,1,0,0,0,4,2,1,1,0,NA,"Yuba, California","Yuba, California",-121.6169108,39.1404477
243,California,Nonmetropolitan Counties,Calaveras,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Calaveras, California","Calaveras, California",-120.6805037,38.1960477
244,California,Nonmetropolitan Counties,Lassen,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Lassen, California","Lassen, California",-120.7120023,40.5394389
245,California,Nonmetropolitan Counties,Mendocino,2,2,0,0,0,0,0,2,2,0,0,0,NA,"Mendocino, California","Mendocino, California",-123.79945910000001,39.3076744
246,California,Other Agencies,California State Fair,1,0,0,0,0,0,1,1,0,0,1,0,NA,"California State Fair, California","California State Fair, California",-121.4376522,38.5928473
247,California,Other Agencies,Los Angeles Transportation Services Bureau,3,2,0,1,0,0,0,3,0,1,1,1,NA,"Los Angeles Transportation Services Bureau, California","Los Angeles Transportation Services Bureau, California",-118.2895215,34.0219591
248,California,Other Agencies,Port of San Diego Harbor,3,2,0,1,0,0,0,3,0,2,1,NA,NA,"Port of San Diego Harbor, California","Port of San Diego Harbor, California",-117.1771502,32.7355086
249,California,Other Agencies,San Francisco Bay Area Rapid Transit:  Alameda County,1,1,0,0,0,0,0,1,0,1,0,0,NA,"San Francisco Bay Area Rapid Transit:  Alameda County, California","San Francisco Bay Area Rapid Transit,  Alameda County, California",-122.263705,37.8087498
250,California,Other Agencies,San Francisco Bay Area Rapid Transit:  Contra Costa County,2,1,0,1,0,0,0,1,0,0,1,0,NA,"San Francisco Bay Area Rapid Transit:  Contra Costa County, California","San Francisco Bay Area Rapid Transit,  Contra Costa County, California",-122.0269238,37.9568224
251,California,Other Agencies,Santa Clara Transit District,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Santa Clara Transit District, California","Santa Clara Transit District, California",-121.9393629,37.3997964
252,California,Other Agencies,Twin Rivers Unified School District,1,1,0,0,0,0,0,1,0,1,0,0,NA,"Twin Rivers Unified School District, California","Twin Rivers Unified School District, California",-121.3883744,38.6601901
253,Colorado,Cities,Aurora,10,8,2,0,0,0,0,10,2,4,2,2,324276,"Aurora, Colorado","Aurora, Colorado",-104.8319195,39.7294319
254,Colorado,Cities,Boulder,2,2,0,0,0,0,0,2,1,0,0,1,108380,"Boulder, Colorado","Boulder, Colorado",-105.2705456,40.0149856
255,Colorado,Cities,Brighton,4,2,0,2,0,0,0,3,0,0,1,2,40696,"Brighton, Colorado","Brighton, Colorado",-104.8205283,39.9852617
256,Colorado,Cities,Canon City,2,2,0,0,0,0,0,2,0,2,0,0,16557,"Canon City, Colorado","Canon City, Colorado",-105.2253316,38.4494063
257,Colorado,Cities,Centennial,5,2,1,2,0,0,0,5,2,1,1,1,111646,"Centennial, Colorado","Centennial, Colorado",-104.8771726,39.5807452
258,Colorado,Cities,Colorado Springs,10,7,3,0,0,0,0,10,1,4,2,3,471124,"Colorado Springs, Colorado","Colorado Springs, Colorado",-104.8213634,38.8338816
259,Colorado,Cities,Commerce City,1,1,0,0,0,0,0,1,0,1,0,0,57474,"Commerce City, Colorado","Commerce City, Colorado",-104.9338675,39.8083196
260,Colorado,Cities,Denver,30,15,3,8,1,0,3,29,4,12,8,5,720745,"Denver, Colorado","Denver, Colorado",-104.990251,39.7392358
261,Colorado,Cities,Fort Collins,5,4,0,1,0,0,0,5,2,2,0,1,168163,"Fort Collins, Colorado","Fort Collins, Colorado",-105.084423,40.5852602
262,Colorado,Cities,Golden,1,0,0,1,0,0,0,1,0,0,0,1,20768,"Golden, Colorado","Golden, Colorado",-105.2210997,39.755543
263,Colorado,Cities,Grand Junction,2,2,0,0,0,0,0,2,1,1,0,0,62974,"Grand Junction, Colorado","Grand Junction, Colorado",-108.5506486,39.0638705
264,Colorado,Cities,Lafayette,2,1,0,1,0,0,0,2,1,1,0,0,28914,"Lafayette, Colorado","Lafayette, Colorado",-105.0897058,39.9935959
265,Colorado,Cities,Lone Tree,1,1,0,0,0,0,0,1,0,0,1,0,13933,"Lone Tree, Colorado","Lone Tree, Colorado",-104.8970678,39.536482
266,Colorado,Cities,Longmont,2,2,0,0,0,0,0,2,0,1,0,1,95217,"Longmont, Colorado","Longmont, Colorado",-105.1019275,40.1672068
267,Colorado,Cities,Louisville,1,1,0,0,0,0,0,1,0,0,0,1,21545,"Louisville, Colorado","Louisville, Colorado",-105.1319296,39.977763
268,Colorado,Cities,Rifle,2,2,0,0,0,0,0,2,0,1,1,0,9711,"Rifle, Colorado","Rifle, Colorado",-107.7831198,39.5347023
269,Colorado,Cities,Silverthorne,1,0,1,0,0,0,0,1,0,0,1,0,4775,"Silverthorne, Colorado","Silverthorne, Colorado",-106.0712941,39.6296191
270,Colorado,Cities,Sterling,1,1,0,0,0,0,0,1,0,0,0,1,13928,"Sterling, Colorado","Sterling, Colorado",-103.207709,40.6255415
271,Colorado,Cities,Trinidad,1,1,0,0,0,0,0,1,1,0,0,0,7947,"Trinidad, Colorado","Trinidad, Colorado",-104.5005407,37.1694632
272,Colorado,Cities,Woodland Park,1,1,0,0,0,0,0,1,0,1,0,0,7709,"Woodland Park, Colorado","Woodland Park, Colorado",-105.0569301,38.9938808
273,Colorado,Universities and Colleges,Auraria Higher Education Center4,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Auraria Higher Education Center4, Colorado","Auraria Higher Education Center4, Colorado",-105.003155,39.7424772
274,Colorado,Universities and Colleges,"Colorado State University, Fort Collins",3,1,2,0,0,0,0,3,0,3,0,0,36966,"Colorado State University, Fort Collins, Colorado","Colorado State University, Fort Collins, Colorado",-105.0865473,40.573436
275,Colorado,Universities and Colleges,University of Colorado: Boulder,2,0,0,2,0,0,0,2,0,0,2,0,37921,"University of Colorado: Boulder, Colorado","University of Colorado, Boulder, Colorado",-105.2659417,40.00758099999999
276,Colorado,Universities and Colleges,University of Colorado: Colorado Springs,2,0,0,2,0,0,0,2,0,0,2,0,16743,"University of Colorado: Colorado Springs, Colorado","University of Colorado, Colorado Springs, Colorado",-104.8061551,38.8962961
277,Colorado,Metropolitan Counties,Adams,1,1,0,0,0,0,0,1,1,0,0,0,NA,"Adams, Colorado","Adams, Colorado",-104.1930918,39.8398269
278,Colorado,Metropolitan Counties,Arapahoe,7,5,1,1,0,0,0,7,1,1,0,5,NA,"Arapahoe, Colorado","Arapahoe, Colorado",-104.332644,39.62031
279,Colorado,Metropolitan Counties,Boulder,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Boulder, Colorado","Boulder, Colorado",-105.2705456,40.0149856
280,Colorado,Metropolitan Counties,El Paso,3,2,1,0,0,0,0,3,1,2,0,0,NA,"El Paso, Colorado","El Paso, Colorado",-104.4723301,38.9108325
281,Colorado,Metropolitan Counties,Jefferson,4,3,0,0,1,0,0,4,1,2,1,0,NA,"Jefferson, Colorado","Jefferson, Colorado",-105.8005988,39.377255
282,Colorado,Metropolitan Counties,Larimer,5,4,0,1,0,0,0,5,2,1,1,1,NA,"Larimer, Colorado","Larimer, Colorado",-105.5943388,40.6955572
283,Colorado,Metropolitan Counties,Mesa,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Mesa, Colorado","Mesa, Colorado",-108.1388881,39.1662458
284,Colorado,Nonmetropolitan Counties,Archuleta,1,0,0,1,0,0,0,1,0,0,0,1,NA,"Archuleta, Colorado","Archuleta, Colorado",-107.0067031,37.1604318
285,Colorado,Nonmetropolitan Counties,Custer,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Custer, Colorado","Custer, Colorado",-105.3131185,38.0615578
286,Colorado,Nonmetropolitan Counties,Logan,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Logan, Colorado","Logan, Colorado",-102.989615,40.7056181
287,Colorado,Nonmetropolitan Counties,Montezuma,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Montezuma, Colorado","Montezuma, Colorado",-105.8672337,39.581098
288,Colorado,Nonmetropolitan Counties,Summit,4,3,1,0,0,0,0,4,2,1,0,1,NA,"Summit, Colorado","Summit, Colorado",-106.0640179,39.5911871
289,Colorado,Nonmetropolitan Counties,Washington,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Washington, Colorado","Washington, Colorado",-102.989615,40.063745
290,Connecticut,Cities,Berlin,1,1,0,0,0,0,0,1,0,1,0,0,20593,"Berlin, Connecticut","Berlin, Connecticut",-72.7456519,41.621488
291,Connecticut,Cities,Bethel,1,0,0,0,1,0,0,1,0,0,0,1,19974,"Bethel, Connecticut","Bethel, Connecticut",-73.41396209999999,41.3712283
292,Connecticut,Cities,Bridgeport,4,4,0,0,0,0,0,4,NA,1,1,2,146819,"Bridgeport, Connecticut","Bridgeport, Connecticut",-73.1894384,41.1792258
293,Connecticut,Cities,Bristol,1,1,0,0,0,0,0,1,0,0,0,1,60184,"Bristol, Connecticut","Bristol, Connecticut",-72.9492703,41.67176480000001
294,Connecticut,Cities,Danbury,3,2,0,1,0,0,0,3,2,0,1,0,85818,"Danbury, Connecticut","Danbury, Connecticut",-73.4540111,41.394817
295,Connecticut,Cities,East Hartford,1,1,0,0,0,0,0,1,0,1,0,0,50184,"East Hartford, Connecticut","East Hartford, Connecticut",-72.6128339,41.7634219
296,Connecticut,Cities,Fairfield,2,1,1,0,0,0,0,2,0,0,1,1,62452,"Fairfield, Connecticut","Fairfield, Connecticut",-73.2612615,41.1408363
297,Connecticut,Cities,Glastonbury,4,2,1,1,0,0,0,4,0,2,1,1,34593,"Glastonbury, Connecticut","Glastonbury, Connecticut",-72.5450779,41.6861794
298,Connecticut,Cities,Groton,1,0,1,0,0,0,0,1,0,0,1,0,9051,"Groton, Connecticut","Groton, Connecticut",-72.0790717,41.3497456
299,Connecticut,Cities,Guilford,1,1,0,0,0,0,0,1,0,0,0,1,22268,"Guilford, Connecticut","Guilford, Connecticut",-72.674364,41.288906
300,Connecticut,Cities,Middletown,4,4,0,0,0,0,0,4,0,1,1,2,46314,"Middletown, Connecticut","Middletown, Connecticut",-72.6506488,41.5623209
301,Connecticut,Cities,New Haven,7,5,2,0,0,0,0,7,1,2,3,1,131181,"New Haven, Connecticut","New Haven, Connecticut",-72.9278835,41.308274
302,Connecticut,Cities,New Milford,1,1,0,0,0,0,0,1,0,0,1,0,26956,"New Milford, Connecticut","New Milford, Connecticut",-73.4085463,41.5770433
303,Connecticut,Cities,Norwalk,2,1,1,0,0,0,0,2,0,0,0,2,89442,"Norwalk, Connecticut","Norwalk, Connecticut",-73.4081575,41.11774399999999
304,Connecticut,Cities,Norwich,7,6,0,0,0,1,0,7,2,0,4,1,39318,"Norwich, Connecticut","Norwich, Connecticut",-72.07591049999999,41.5242649
305,Connecticut,Cities,Old Saybrook,5,5,0,0,0,0,0,5,2,2,0,1,10117,"Old Saybrook, Connecticut","Old Saybrook, Connecticut",-72.38453009999999,41.2960159
306,Connecticut,Cities,Orange,1,1,0,0,0,0,0,1,0,0,0,1,14002,"Orange, Connecticut","Orange, Connecticut",-73.0265277,41.278637
307,Connecticut,Cities,Putnam,1,1,0,0,0,0,0,1,0,1,0,0,9325,"Putnam, Connecticut","Putnam, Connecticut",-71.8689917,41.90460119999999
308,Connecticut,Cities,Ridgefield,1,1,0,0,0,0,0,1,0,1,0,0,25260,"Ridgefield, Connecticut","Ridgefield, Connecticut",-73.4975412,41.28406349999999
309,Connecticut,Cities,Rocky Hill,2,1,1,0,0,0,0,2,0,1,0,1,20163,"Rocky Hill, Connecticut","Rocky Hill, Connecticut",-72.66557569999999,41.6572525
310,Connecticut,Cities,Southington,2,1,0,1,0,0,0,2,0,0,2,0,43960,"Southington, Connecticut","Southington, Connecticut",-72.8776013,41.5964869
311,Connecticut,Cities,South Windsor,1,0,0,1,0,0,0,1,0,1,0,0,25968,"South Windsor, Connecticut","South Windsor, Connecticut",-72.57175509999999,41.8489872
312,Connecticut,Cities,Stamford,8,4,2,2,0,0,0,8,1,1,2,4,132007,"Stamford, Connecticut","Stamford, Connecticut",-73.5387341,41.0534302
313,Connecticut,Cities,Stratford,1,1,0,0,0,0,0,1,0,1,0,0,52472,"Stratford, Connecticut","Stratford, Connecticut",-73.1331651,41.18454149999999
314,Connecticut,Cities,Torrington,3,2,0,1,0,0,0,3,1,0,0,2,34286,"Torrington, Connecticut","Torrington, Connecticut",-73.1211715,41.8003049
315,Connecticut,Cities,Trumbull,1,0,1,0,0,0,0,1,0,0,0,1,36167,"Trumbull, Connecticut","Trumbull, Connecticut",-73.2006639,41.2428563
316,Connecticut,Cities,Vernon,1,0,0,1,0,0,0,1,0,0,0,1,29304,"Vernon, Connecticut","Vernon, Connecticut",-72.47903699999999,41.8186802
317,Connecticut,Cities,Waterbury,2,2,0,0,0,0,0,2,0,2,0,0,108378,"Waterbury, Connecticut","Waterbury, Connecticut",-73.0514965,41.5581525
318,Connecticut,Cities,Willimantic,1,0,0,1,0,0,0,1,0,1,0,0,17691,"Willimantic, Connecticut","Willimantic, Connecticut",-72.2081338,41.7106543
